date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number,result_binary,home_win_pct_20g,run_diff,run_diff_10g,win_streak,days_since_last_home,is_july4_week,is_memorial_day_week,is_labor_day_week,season_progress,market_size,is_promo_night,is_fireworks,team_encoded,spend_paid_social,spend_email,spend_broadcast,spend_ooh,spend_total
2023-04-25,ATL,2023,MIA,34059.0,W,7.0,4.0,4,1,0,0,0,0,12,1.0,0.4545454545454545,3.0,-0.6,2,1.0,0,0,0,0.1481481481481481,2,0.0,0,1,263.315854881815,60.34653836364146,1065.0847155651315,257.564687200299,1646.311796010887
2023-04-26,ATL,2023,MIA,30282.0,W,6.0,4.0,4,2,0,0,0,0,13,1.0,0.5,2.0,-0.2,3,1.0,0,0,0,0.1604938271604938,2,0.0,0,1,184.33558728337653,48.16805049045642,1024.055898897267,230.38773517165194,1486.947271842752
2023-04-27,ATL,2023,MIA,32196.0,L,4.0,5.0,4,3,0,0,0,0,14,0.0,0.5384615384615384,-1.0,0.3,-1,1.0,0,0,0,0.1728395061728395,2,0.0,0,1,216.45009758520433,51.10896756448245,966.2217269698351,229.67333371195775,1463.4541258314798
2023-05-05,ATL,2023,BAL,40176.0,L,4.0,9.0,5,4,1,0,0,0,15,0.0,0.5,-5.0,1.0,-2,8.0,0,0,0,0.1851851851851851,2,0.0,0,1,589.372903813306,68.7407124435175,1047.2854479780538,179.8724282986763,1885.2714925335536
2023-05-06,ATL,2023,BAL,41454.0,W,5.0,4.0,5,5,1,0,0,0,16,1.0,0.4666666666666667,1.0,0.4,1,1.0,0,0,0,0.1975308641975308,2,0.0,0,1,526.3074132212339,78.98121826848946,1028.0709258919733,217.01122984133036,1850.3707872230268
2023-05-07,ATL,2023,BAL,40800.0,W-wo,3.0,2.0,5,6,1,0,0,0,17,1.0,0.5,1.0,0.4,2,1.0,0,0,0,0.2098765432098765,2,0.0,0,1,551.5600349784377,79.98570041087524,1049.1025665447683,192.60503695769933,1873.2533388917805
2023-05-09,ATL,2023,BOS,36805.0,W,9.0,3.0,5,1,0,0,0,0,18,1.0,0.5294117647058824,6.0,0.4,3,2.0,0,0,0,0.2222222222222222,2,0.0,0,1,183.48305294775926,40.79225495286151,1064.215321144813,203.26977355173295,1491.7604025971666
2023-05-10,ATL,2023,BOS,40270.0,L,2.0,5.0,5,2,0,0,0,0,19,0.0,0.5555555555555556,-3.0,1.2,-1,1.0,0,0,0,0.2345679012345679,2,0.0,0,1,290.5329261768694,43.6880634952878,1120.738008601071,237.83728666755658,1692.7962849407847
2023-05-19,ATL,2023,SEA,40412.0,W,6.0,2.0,5,4,1,0,0,0,20,1.0,0.5263157894736842,4.0,1.2,1,9.0,0,0,0,0.2469135802469135,2,0.0,1,1,428.0975935890955,68.47444866796738,1032.028697979825,206.58105742635664,1735.1817976632444
2023-05-20,ATL,2023,SEA,40250.0,L,3.0,7.0,5,5,1,0,0,0,21,0.0,0.55,-4.0,1.9,-1,1.0,0,0,0,0.2592592592592592,2,0.0,0,1,474.6774959112782,72.39702055956626,1082.7786727745722,197.44398037708783,1827.2971696225045
2023-05-21,ATL,2023,SEA,40213.0,W,3.0,2.0,5,6,1,0,0,0,22,1.0,0.5,1.0,0.4,1,1.0,0,0,0,0.2716049382716049,2,0.0,0,1,478.0385839828725,67.5751781987827,1054.4290679850137,182.7298269157038,1782.7726570823727
2023-05-22,ATL,2023,LAD,40205.0,L,6.0,8.0,5,0,0,0,0,0,23,0.0,0.55,-2.0,0.2,-1,1.0,0,0,0,0.2839506172839506,2,0.0,0,1,276.4702444526214,32.35443521123408,1025.973459847052,206.24615235922863,1541.044291870136
2023-05-23,ATL,2023,LAD,36731.0,L,1.0,8.0,5,1,0,0,0,0,24,0.0,0.55,-7.0,-0.2,-2,1.0,0,0,0,0.2962962962962963,2,0.0,0,1,223.54164430520132,46.46056426235028,1009.7076938312231,205.93182478739237,1485.641727186167
2023-05-24,ATL,2023,LAD,37838.0,W-wo,4.0,3.0,5,2,0,0,0,0,25,1.0,0.55,1.0,-0.8,1,1.0,0,0,0,0.3086419753086419,2,0.0,0,1,197.8647267643056,36.766787468490215,993.2542943248213,245.30824146160543,1473.1940500192225
2023-05-25,ATL,2023,PHI,43216.0,W,8.0,5.0,5,3,0,0,0,0,26,1.0,0.55,3.0,-0.2,2,1.0,0,1,0,0.3209876543209876,2,0.0,0,1,155.28909455686141,43.867314975225135,969.1490619128967,568.3336563955359,1736.6391278405192
2023-05-26,ATL,2023,PHI,40533.0,L,4.0,6.0,5,4,1,0,0,0,27,0.0,0.55,-2.0,0.0,-1,1.0,0,1,0,0.3333333333333333,2,0.0,0,1,537.2589810767137,86.89243594046974,1062.276354222781,606.2089026392059,2292.6366738791703
2023-05-27,ATL,2023,PHI,42665.0,L,1.0,2.0,5,5,1,0,0,0,28,0.0,0.5,-1.0,-0.3,-2,1.0,0,1,0,0.345679012345679,2,0.0,0,1,526.8139734088093,82.13494468852208,1066.4331929538732,625.678686713319,2301.0607977645236
2023-05-28,ATL,2023,PHI,43109.0,W,11.0,4.0,5,6,1,0,0,0,29,1.0,0.5,7.0,-1.0,1,1.0,0,1,0,0.3580246913580246,2,0.0,0,1,493.1101986680711,71.32425877297828,1016.828375756503,575.6264195816565,2156.889252779209
2023-06-06,ATL,2023,NYM,37365.0,W,6.0,4.0,6,1,0,0,0,0,30,1.0,0.55,2.0,0.0,2,9.0,0,0,0,0.3703703703703703,2,1.0,0,1,772.9900119696803,207.30328816460903,400.25481482071086,473.5508663047919,1854.098981259792
2023-06-07,ATL,2023,NYM,40178.0,W,7.0,5.0,6,2,0,0,0,0,31,1.0,0.6,2.0,-0.2,3,1.0,0,0,0,0.382716049382716,2,0.0,0,1,162.76487947976267,37.7563707897282,374.11198437895894,199.7623873517693,774.3956220002192
2023-06-08,ATL,2023,NYM,39347.0,W-wo,13.0,10.0,6,3,0,0,0,0,32,1.0,0.6,3.0,0.4,4,1.0,0,0,0,0.3950617283950617,2,0.0,0,1,217.73357798209827,41.8590039106136,367.70608899004134,249.63288800489693,876.9315588876501
2023-06-09,ATL,2023,WSN,40297.0,W,3.0,2.0,6,4,1,0,0,0,33,1.0,0.6,1.0,0.6,5,1.0,0,0,0,0.4074074074074074,2,0.0,0,1,535.0405441711459,86.00073748979486,338.31143208578396,207.1618094922622,1166.5145232389868
2023-06-10,ATL,2023,WSN,40799.0,W,6.0,4.0,6,5,1,0,0,0,34,1.0,0.6,2.0,0.9,6,1.0,0,0,0,0.419753086419753,2,0.0,0,1,525.1062309477504,85.46274824101211,342.70898756876875,216.1909581794334,1169.4689249369646
2023-06-11,ATL,2023,WSN,36744.0,L,2.0,6.0,6,6,1,0,0,0,35,0.0,0.65,-4.0,1.8,-1,1.0,0,0,0,0.4320987654320987,2,0.0,0,1,515.720635236596,72.02870197101876,397.44600989251956,242.51241795366354,1227.7077650537979
2023-06-15,ATL,2023,COL,38555.0,W,8.0,3.0,6,3,0,0,0,0,36,1.0,0.65,5.0,1.3,1,4.0,0,0,0,0.4444444444444444,2,0.0,0,1,134.95084525460953,33.27367313293735,387.89577129446286,213.68695754705243,769.8072472290622
2023-06-16,ATL,2023,COL,41214.0,W,8.0,1.0,6,4,1,0,0,0,37,1.0,0.65,7.0,1.5,2,1.0,0,0,0,0.4567901234567901,2,0.0,0,1,524.0882957783009,81.87683534401991,362.2807639133903,153.42018318694798,1121.666078222659
2023-06-17,ATL,2023,COL,41558.0,W,10.0,2.0,6,5,1,0,0,0,38,1.0,0.65,8.0,2.4,3,1.0,0,0,0,0.4691358024691358,2,0.0,0,1,478.9285441721771,60.88920088857908,404.3894062868452,248.51781147245802,1192.7249628200595
2023-06-18,ATL,2023,COL,41161.0,W,14.0,6.0,6,6,1,0,0,0,39,1.0,0.65,8.0,3.3,4,1.0,0,0,0,0.4814814814814814,2,0.0,0,1,523.7967674228719,78.88099974982698,388.4738921616852,181.98850974151782,1173.140169075902
2023-06-26,ATL,2023,MIN,40884.0,W,4.0,1.0,6,0,0,0,0,0,40,1.0,0.7,3.0,3.4,5,8.0,0,0,0,0.4938271604938271,2,1.0,0,1,854.7047524449525,194.59345696192386,322.2285454220586,539.7401542263134,1911.266909055248
2023-06-27,ATL,2023,MIN,42635.0,W,6.0,2.0,6,1,0,0,0,0,41,1.0,0.7,4.0,3.5,6,1.0,0,0,0,0.5061728395061729,2,0.0,0,1,180.59741476682387,44.446715363498924,425.6880104135393,225.32860521818822,876.0607457620504
2023-06-28,ATL,2023,MIN,38260.0,W,3.0,0.0,6,2,0,0,0,0,42,1.0,0.75,3.0,3.7,7,1.0,0,0,0,0.5185185185185185,2,1.0,0,1,792.5546869110593,210.25524624809074,369.0118622629688,533.0135727324102,1904.835368154529
2023-06-30,ATL,2023,MIA,42320.0,W,16.0,4.0,6,4,1,0,0,0,43,1.0,0.75,12.0,3.7,8,2.0,0,0,0,0.5308641975308642,2,0.0,0,1,563.5487449200679,72.54082587334392,449.6376419210302,172.2217439305418,1257.9489566449838
2023-07-01,ATL,2023,MIA,41889.0,W,7.0,0.0,7,5,1,0,0,0,44,1.0,0.8,7.0,4.8,9,1.0,1,0,0,0.5432098765432098,2,0.0,1,1,954.3851147437559,68.20428022014727,906.6244771109718,651.9716686956633,2581.1855407705384
2023-07-02,ATL,2023,MIA,40932.0,W,6.0,3.0,7,6,1,0,0,0,45,1.0,0.85,3.0,5.3,10,1.0,1,0,0,0.5555555555555556,2,0.0,1,1,913.1045100472312,78.64661523091574,857.112273826817,620.1529333066695,2469.0163324116334
2023-07-14,ATL,2023,CHW,42782.0,W,9.0,0.0,7,4,1,0,0,0,46,1.0,0.85,9.0,6.0,11,12.0,0,0,0,0.5679012345679012,2,1.0,0,1,1023.2076452189746,245.0930360382566,397.7989439868394,456.2478102154062,2122.347435459477
2023-07-15,ATL,2023,CHW,43344.0,L,5.0,6.0,7,5,1,0,0,0,47,0.0,0.85,-1.0,6.4,-1,1.0,0,0,0,0.5802469135802469,2,0.0,0,1,519.999772224079,76.15493091331147,440.6838927220594,190.80673353014964,1227.6453293895995
2023-07-16,ATL,2023,CHW,40174.0,L,1.0,8.0,7,6,1,0,0,0,48,0.0,0.85,-7.0,5.6,-2,1.0,0,0,0,0.5925925925925926,2,0.0,0,1,548.3268537333003,89.99544910591216,365.07887296148283,188.3996875028825,1191.8008633035777
2023-07-18,ATL,2023,ARI,41100.0,L,13.0,16.0,7,1,0,0,0,0,49,0.0,0.85,-3.0,4.1,-3,2.0,0,0,0,0.6049382716049383,2,0.0,0,1,255.66141402128778,40.331021424556106,382.21307954868246,219.8508732591171,898.0563882536434
2023-07-19,ATL,2023,ARI,41992.0,L,3.0,5.0,7,2,0,0,0,0,50,0.0,0.8,-2.0,3.0,-4,1.0,0,0,0,0.6172839506172839,2,1.0,0,1,806.9721285157389,205.57345625074814,456.23597119692124,483.8937070596684,1952.6752630230767
2023-07-20,ATL,2023,ARI,38791.0,W,7.0,5.0,7,3,0,0,0,0,51,1.0,0.75,2.0,2.5,1,1.0,0,0,0,0.6296296296296297,2,1.0,0,1,808.4267136914965,217.88244065768566,413.66285704723373,477.8497372079499,1917.8217486043657
2023-07-28,ATL,2023,MIL,42502.0,W,10.0,7.0,7,4,1,0,0,0,52,1.0,0.75,3.0,2.3,2,8.0,0,0,0,0.6419753086419753,2,1.0,0,1,1130.0155894309307,261.6638627943054,404.00063264042205,531.1033628757998,2326.783447741458
2023-07-29,ATL,2023,MIL,43276.0,W,11.0,5.0,7,5,1,0,0,0,53,1.0,0.75,6.0,2.3,3,1.0,0,0,0,0.654320987654321,2,1.0,0,1,1183.5082623271524,238.4593358060379,357.18134757389646,559.1903760472491,2338.3393217543357
2023-07-30,ATL,2023,MIL,40262.0,W,8.0,6.0,7,6,1,0,0,0,54,1.0,0.75,2.0,1.7,4,1.0,0,0,0,0.6666666666666666,2,0.0,1,1,472.99039315179533,74.1709906355897,350.5157110401781,220.42486096788514,1118.1019557954482
2023-07-31,ATL,2023,LAA,41173.0,L,1.0,4.0,7,0,0,0,0,0,55,0.0,0.75,-3.0,1.2,-1,1.0,0,0,0,0.6790123456790124,2,0.0,0,1,204.10637741610577,39.03770435223469,326.65952898033,193.8087810257426,763.6123917744131
2023-08-01,ATL,2023,LAA,41777.0,W,5.0,1.0,8,1,0,0,0,0,56,1.0,0.75,4.0,0.6,1,1.0,0,0,0,0.691358024691358,2,0.0,0,1,170.15767869749024,43.80345138848657,335.5794215492043,200.89060530008814,750.4311569352693
2023-08-02,ATL,2023,LAA,36495.0,W,12.0,5.0,8,2,0,0,0,0,57,1.0,0.75,7.0,0.1,2,1.0,0,0,0,0.7037037037037037,2,1.0,0,1,846.498015791661,214.0973493534546,371.5746173882961,519.3207352305694,1951.4907177639811
2023-08-14,ATL,2023,NYY,42717.0,W,11.0,3.0,8,0,0,0,0,0,58,1.0,0.75,8.0,0.9,3,12.0,0,0,0,0.7160493827160493,2,0.0,0,1,143.89054923653885,37.43620674740478,394.80186240234593,211.44670272074754,787.5753211070371
2023-08-15,ATL,2023,NYY,40454.0,W,5.0,0.0,8,1,0,0,0,0,59,1.0,0.75,5.0,2.4,4,1.0,0,0,0,0.7283950617283951,2,0.0,0,1,224.5305796192282,40.474392830736235,446.8539496501596,234.18405927872388,946.042981378848
2023-08-16,ATL,2023,NYY,40743.0,W,2.0,0.0,8,2,0,0,0,0,60,1.0,0.75,2.0,3.2,5,1.0,0,0,0,0.7407407407407407,2,0.0,0,1,188.07856192893783,36.0151875128319,434.47886574132804,189.5537522812524,848.1263674643501
2023-08-18,ATL,2023,SFG,40688.0,W,4.0,0.0,8,4,1,0,0,0,61,1.0,0.75,4.0,3.6,6,2.0,0,0,0,0.7530864197530864,2,0.0,0,1,512.6946915384666,76.6583460180132,386.6222451813308,244.02325616147968,1219.9985388992902
2023-08-19,ATL,2023,SFG,42744.0,W,6.0,5.0,8,5,1,0,0,0,62,1.0,0.75,1.0,3.8,7,1.0,0,0,0,0.7654320987654321,2,0.0,0,1,544.0091136449175,73.6806169835351,383.98987999718076,255.12115120932225,1256.8007618349557
2023-08-20,ATL,2023,SFG,40291.0,L,3.0,4.0,8,6,1,0,0,0,63,0.0,0.75,-1.0,3.6,-1,1.0,0,0,0,0.7777777777777778,2,0.0,0,1,569.8218124601443,77.85458034543167,393.730858945994,216.00864893733439,1257.4159006889045
2023-08-21,ATL,2023,NYM,33216.0,L,4.0,10.0,8,0,0,0,0,0,64,0.0,0.7,-6.0,2.9,-2,1.0,0,0,0,0.7901234567901234,2,0.0,0,1,137.9474189348639,40.468631381742036,372.130889324298,268.56035900810093,819.1072986490049
2023-08-22,ATL,2023,NYM,36841.0,W,3.0,2.0,8,1,0,0,0,0,65,1.0,0.65,1.0,2.1,1,1.0,0,0,0,0.8024691358024691,2,0.0,0,1,250.73317203389348,42.8922594767149,435.9347117834278,220.41197093816098,949.9721142321971
2023-08-23,ATL,2023,NYM,35674.0,W,7.0,0.0,8,2,0,0,0,0,66,1.0,0.65,7.0,2.5,2,1.0,0,0,0,0.8148148148148148,2,0.0,0,1,232.13147356146908,31.55355108975364,352.0003791086531,218.9596465902575,834.6450503501333
2023-09-05,ATL,2023,STL,33553.0,L,6.0,10.0,9,1,0,0,0,1,67,0.0,0.65,-4.0,2.8,-1,13.0,0,0,1,0.8271604938271605,2,1.0,0,1,1345.0262321965354,330.372069452542,1117.0390684164713,889.6143144497488,3682.0516845152974
2023-09-06,ATL,2023,STL,35514.0,L,6.0,11.0,9,2,0,0,0,1,68,0.0,0.65,-5.0,1.7,-2,1.0,0,0,1,0.8395061728395061,2,0.0,0,1,789.5088336483078,164.5792637650753,1074.1580823377667,506.98556375108274,2535.2317435022323
2023-09-07,ATL,2023,STL,34349.0,W,8.0,5.0,9,3,0,0,0,1,69,1.0,0.65,3.0,0.4,1,1.0,0,0,1,0.8518518518518519,2,0.0,0,1,738.7508447200069,168.36260428060848,1076.4976331451523,575.4707060224589,2559.081788168227
2023-09-08,ATL,2023,PIT,40452.0,W,8.0,2.0,9,4,1,0,0,1,70,1.0,0.7,6.0,0.2,2,1.0,0,0,0,0.8641975308641975,2,0.0,0,1,1098.122151857896,193.879356951734,1144.2573544239842,190.7455335219516,2627.0043967555657
2023-09-09,ATL,2023,PIT,42866.0,L,4.0,8.0,9,5,1,0,0,1,71,0.0,0.75,-4.0,0.6,-1,1.0,0,0,0,0.8765432098765432,2,1.0,0,1,1645.8073161211057,364.2945977343497,1166.1678397990233,531.9123791733574,3708.182132827836
2023-09-10,ATL,2023,PIT,39071.0,W,5.0,2.0,9,6,1,0,0,1,72,1.0,0.7,3.0,-0.2,1,1.0,0,0,0,0.8888888888888888,2,0.0,0,1,1007.9051217567805,206.68576526485398,1162.3820770172479,236.2821395378669,2613.255103576749
2023-09-18,ATL,2023,PHI,39216.0,L,1.0,7.0,9,0,0,0,0,1,73,0.0,0.7,-6.0,0.0,-1,8.0,0,0,0,0.9012345679012346,2,1.0,0,1,1408.480500881215,336.9557509889481,1164.0963086976683,520.8078864737771,3430.340447041609
2023-09-19,ATL,2023,PHI,40695.0,W,9.0,3.0,9,1,0,0,0,1,74,1.0,0.65,6.0,-0.5,1,1.0,0,0,0,0.9135802469135802,2,0.0,0,1,821.260944844001,163.06604869427133,1092.2315779877988,211.39093503310124,2287.9495065591727
2023-09-20,ATL,2023,PHI,38856.0,L,5.0,6.0,9,2,0,0,0,1,75,0.0,0.65,-1.0,0.7,-1,1.0,0,0,0,0.925925925925926,2,0.0,0,1,757.3415160517961,167.0048598580311,1198.0764601343515,185.01645044210142,2307.43928648628
2023-09-26,ATL,2023,CHC,40151.0,W,7.0,6.0,9,1,0,0,0,1,76,1.0,0.65,1.0,0.5,1,6.0,0,0,0,0.9382716049382716,2,1.0,0,1,1394.5533228149334,332.1046968078915,1148.7395555344792,530.3151770368808,3405.712752194185
2023-09-27,ATL,2023,CHC,37246.0,W-wo,6.0,5.0,9,2,0,0,0,1,77,1.0,0.65,1.0,-0.1,2,1.0,0,0,0,0.9506172839506172,2,0.0,0,1,711.0800905518745,168.61476166469194,1115.4353212300216,238.5394654258644,2233.6696388724527
2023-09-28,ATL,2023,CHC,40249.0,W,5.0,3.0,9,3,0,0,0,1,78,1.0,0.65,2.0,0.4,3,1.0,0,0,0,0.9629629629629628,2,0.0,0,1,675.5275806987881,165.32277927596616,1128.7627418405752,217.79915759165308,2187.4122594069827
2023-09-29,ATL,2023,WSN,41481.0,L,6.0,10.0,9,4,1,0,0,1,79,0.0,0.65,-4.0,1.1,-1,1.0,0,0,0,0.9753086419753086,2,0.0,0,1,1034.6655088264265,194.64979163260838,1096.2975571569334,244.15910856922852,2569.7719661851966
2023-09-30,ATL,2023,WSN,41652.0,W,5.0,3.0,9,5,1,0,0,1,80,1.0,0.6,2.0,0.4,1,1.0,0,0,0,0.9876543209876544,2,0.0,0,1,1106.7623953460661,201.24867310567052,1100.6767166166424,212.03208422321435,2620.7198692915936
2024-04-05,ATL,2024,ARI,41426.0,W-wo,6.0,5.0,4,4,1,1,0,0,1,1.0,0.5,1.0,0.0,1,3.0,0,0,0,0.0123456790123456,2,0.0,0,1,2114.9156842333473,316.240383125457,4510.524557300368,1067.0061580978677,8008.686782757039
2024-04-06,ATL,2024,ARI,41278.0,W,9.0,8.0,4,5,1,0,0,0,2,1.0,0.5,1.0,0.0,2,1.0,0,0,0,0.0246913580246913,2,0.0,0,1,501.3645493383212,79.36962350639725,1038.718221687547,211.82374197730272,1831.276136509568
2024-04-07,ATL,2024,ARI,40693.0,W,5.0,2.0,4,6,1,0,0,0,3,1.0,0.5,3.0,0.0,3,1.0,0,0,0,0.037037037037037,2,0.0,0,1,442.09237203526516,81.37619815763887,1060.0151978538997,257.81748355010967,1841.3012515969135
2024-04-08,ATL,2024,NYM,37538.0,L,7.0,8.0,4,0,0,0,0,0,4,0.0,0.5,-1.0,1.6666666666666667,-1,1.0,0,0,0,0.0493827160493827,2,0.0,0,1,213.34234926686403,47.3453595774167,1060.4696083786944,201.37883590951506,1522.5361531324902
2024-04-09,ATL,2024,NYM,32065.0,W,6.0,5.0,4,1,0,0,0,0,5,1.0,0.5,1.0,1.0,1,1.0,0,0,0,0.0617283950617283,2,0.0,0,1,245.33262922783493,33.215135261330076,993.0992731057302,219.83101576307405,1491.4780533579692
2024-04-11,ATL,2024,NYM,34352.0,L,4.0,16.0,4,3,0,0,0,0,6,0.0,0.8,-12.0,1.0,-1,2.0,0,0,0,0.074074074074074,2,0.0,0,1,156.91897585797687,40.99426026311435,1101.8463290964132,238.15545459866016,1537.9150198161644
2024-04-19,ATL,2024,TEX,40810.0,W,8.0,3.0,4,4,1,0,0,0,7,1.0,0.6666666666666666,5.0,-1.1666666666666667,1,8.0,0,0,0,0.0864197530864197,2,1.0,0,1,1131.4153179619332,247.6588889525905,1130.4874895768132,488.73050407549033,2998.2922005668274
2024-04-20,ATL,2024,TEX,41744.0,W,5.0,2.0,4,5,1,0,0,0,8,1.0,0.7142857142857143,3.0,-0.2857142857142857,2,1.0,0,0,0,0.0987654320987654,2,0.0,0,1,577.4201019504228,76.72413518864056,1027.2140583802443,249.16246372219013,1930.5207592414977
2024-04-21,ATL,2024,TEX,36581.0,L,4.0,6.0,4,6,1,0,0,0,9,0.0,0.75,-2.0,0.125,-1,1.0,0,0,0,0.1111111111111111,2,0.0,0,1,518.3567211780908,77.26702294439787,1070.949160861188,228.72829968746956,1895.3012046711463
2024-04-22,ATL,2024,MIA,31572.0,W,3.0,0.0,4,0,0,0,0,0,10,1.0,0.6666666666666666,3.0,-0.1111111111111111,1,1.0,0,0,0,0.1234567901234567,2,0.0,0,1,157.06452403646512,42.84898899987956,1090.5865336975228,221.36645187521648,1511.866498609084
2024-04-23,ATL,2024,MIA,33533.0,W,5.0,0.0,4,1,0,0,0,0,11,1.0,0.7,5.0,0.2,2,1.0,0,0,0,0.1358024691358024,2,0.0,0,1,153.84811877361275,46.92586968813028,1054.245975329467,225.30962608277764,1480.3295898739877
2024-04-24,ATL,2024,MIA,38950.0,W-wo,4.0,3.0,4,2,0,0,0,0,12,1.0,0.7272727272727273,1.0,0.6,3,1.0,0,0,0,0.1481481481481481,2,0.0,0,1,124.68060893729815,40.98383696236055,1061.434721755337,232.00441515008825,1459.103582805084
2024-04-26,ATL,2024,CLE,40210.0,W,6.0,2.0,4,4,1,0,0,0,13,1.0,0.75,4.0,0.6,4,2.0,0,0,0,0.1604938271604938,2,0.0,0,1,554.3474221151209,65.20006367445035,1028.0761965524898,205.7280357015419,1853.351718043603
2024-04-27,ATL,2024,CLE,41696.0,L,2.0,4.0,4,5,1,0,0,0,14,0.0,0.7692307692307693,-2.0,0.7,-1,1.0,0,0,0,0.1728395061728395,2,0.0,0,1,490.89033069971833,77.20223050466704,1035.7549017296024,222.73666345969627,1826.5841263936838
2024-04-28,ATL,2024,CLE,40758.0,W-wo,4.0,3.0,4,6,1,0,0,0,15,1.0,0.7142857142857143,1.0,0.6,1,1.0,0,0,0,0.1851851851851851,2,0.0,0,1,565.932199076112,88.95331054259978,1064.3235125769386,186.07315514519846,1905.2821773408489
2024-05-07,ATL,2024,BOS,38142.0,W,4.0,2.0,5,1,0,0,0,0,16,1.0,0.7333333333333333,2.0,0.6,2,9.0,0,0,0,0.1975308641975308,2,0.0,0,1,245.03127863180913,46.53601378846618,1101.9207067876748,204.60907233948834,1598.0970715474384
2024-05-08,ATL,2024,BOS,37015.0,W,5.0,0.0,5,2,0,0,0,0,17,1.0,0.75,5.0,2.0,3,1.0,0,0,0,0.2098765432098765,2,0.0,0,1,181.25502205328334,45.92772544932021,1059.5651951165091,226.14889079185264,1512.8968334109652
2024-05-13,ATL,2024,CHC,34582.0,W,2.0,0.0,5,0,0,0,0,0,18,1.0,0.7647058823529411,2.0,2.0,4,5.0,0,0,0,0.2222222222222222,2,0.0,0,1,186.7710559286618,54.320212677231304,1091.708125542577,203.64224492476055,1536.4416390732306
2024-05-14,ATL,2024,CHC,37357.0,W,7.0,0.0,5,1,0,0,0,0,19,1.0,0.7777777777777778,7.0,1.9,5,1.0,0,0,0,0.2345679012345679,2,0.0,0,1,241.3395510181601,37.27807133952406,1065.7715045185712,239.34938578474274,1583.7385126609981
2024-05-15,ATL,2024,CHC,36623.0,L,1.0,7.0,5,2,0,0,0,0,20,0.0,0.7894736842105263,-6.0,2.8,-1,1.0,0,0,0,0.2469135802469135,2,1.0,0,1,841.5230411083637,202.86514166449345,1049.398395277597,504.84505504793094,2598.6316330983855
2024-05-17,ATL,2024,SDP,40186.0,L,1.0,3.0,5,4,1,0,0,0,21,0.0,0.75,-2.0,1.9,-2,2.0,0,0,0,0.2592592592592592,2,0.0,0,1,533.2371148866447,72.90774009754314,1085.287255282534,193.77147443919634,1885.203584705918
2024-05-19,ATL,2024,SDP,39203.0,L,1.0,9.0,5,6,1,0,0,0,22,0.0,0.7,-8.0,1.2,-3,2.0,0,0,0,0.2716049382716049,2,0.0,0,1,453.26218073418863,78.37951304631741,1073.7129937339628,209.81785647321976,1815.1725439876886
2024-05-20,ATL,2024,SDP,35113.0,L,5.0,6.0,5,0,0,0,0,0,23,0.0,0.65,-1.0,0.3,-4,1.0,0,0,0,0.2839506172839506,2,0.0,0,1,246.3127336808482,53.37561998962149,1098.431839157099,193.14332525377054,1591.2635180813393
2024-05-20,ATL,2024,SDP,34753.0,W,3.0,0.0,5,0,0,0,0,0,24,1.0,0.6,3.0,-0.2,1,0.0,0,0,0,0.2962962962962963,2,1.0,0,1,798.725119597196,216.02956501915975,1111.133130146501,564.1648140606162,2690.052628823473
2024-05-27,ATL,2024,WSN,38858.0,L,4.0,8.0,5,0,0,0,0,0,25,0.0,0.65,-4.0,0.3,-1,7.0,0,1,0,0.3086419753086419,2,0.0,0,1,114.03673732673572,41.823709415831495,1073.1773989520793,620.4991861171129,1849.5370318117593
2024-05-28,ATL,2024,WSN,37598.0,W,2.0,0.0,5,1,0,0,0,0,26,1.0,0.6,2.0,-0.2,1,1.0,0,1,0,0.3209876543209876,2,0.0,0,1,183.0552433508203,51.287170577846695,1073.4510139517452,533.6435987946124,1841.4370266750245
2024-05-29,ATL,2024,WSN,33654.0,L,2.0,7.0,5,2,0,0,0,0,27,0.0,0.65,-5.0,-0.2,-1,1.0,0,1,0,0.3333333333333333,2,0.0,0,1,226.4448814248313,44.14108925218329,1093.148508343546,602.7895050537667,1966.523984074327
2024-05-30,ATL,2024,WSN,37784.0,L,1.0,3.0,5,3,0,0,0,0,28,0.0,0.6,-2.0,-1.2,-2,1.0,0,1,0,0.345679012345679,2,0.0,0,1,296.4051958184264,44.12903488869066,1038.349321190573,582.9027258277912,1961.7862777254813
2024-05-31,ATL,2024,OAK,40204.0,W,4.0,2.0,5,4,1,0,0,0,29,1.0,0.55,2.0,-1.6,1,1.0,0,1,0,0.3580246913580246,2,1.0,0,1,1132.94243132884,241.6104921206152,1046.2031381622728,900.6242756265399,3321.380337238268
2024-06-01,ATL,2024,OAK,41181.0,L,9.0,11.0,6,5,1,0,0,0,30,0.0,0.6,-2.0,-2.1,-1,1.0,0,0,0,0.3703703703703703,2,0.0,0,1,466.5142996996293,69.89069120404476,411.8835053458054,193.4156501331737,1141.704146382653
2024-06-02,ATL,2024,OAK,37853.0,W,3.0,1.0,6,6,1,0,0,0,31,1.0,0.55,2.0,-1.7,1,1.0,0,0,0,0.382716049382716,2,0.0,0,1,610.7364520875445,74.21202162773065,335.35954621603486,224.2700548758238,1244.5780748071338
